incident_id,vessel_mmsi,vessel_name,vessel_type,signal_type,signal_date_utc,lat,lon,sar_confidence,gap_hours,gap_start_utc,gap_end_utc,details
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.63638,15.47405,0.932,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.1 km. Peak SCR proxy confidence: 0.93.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.63469,15.47573,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 7.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.58591,15.43984,0.956,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 12.1 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.48096,15.25747,0.944,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.1 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.46396,15.26143,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.1 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.46257,15.25996,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.46038,15.31189,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.46008,15.32119,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.6 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45474,15.3365,0.978,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.8 km. Peak SCR proxy confidence: 0.98.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45701,15.32068,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.8 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45708,15.32148,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.9 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45576,15.32852,0.945,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.3 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4554,15.32676,0.972,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.2 km. Peak SCR proxy confidence: 0.97.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45459,15.33115,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45496,15.32493,0.959,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.2 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45371,15.3176,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45356,15.28171,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45334,15.32383,0.947,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.3 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45312,15.32463,0.985,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.3 km. Peak SCR proxy confidence: 0.98.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45276,15.31929,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.1 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45225,15.31782,0.934,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.1 km. Peak SCR proxy confidence: 0.93.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45129,15.33606,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4502,15.28743,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.7 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.45027,15.47874,0.977,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 12.3 km. Peak SCR proxy confidence: 0.98.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44961,15.29468,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.8 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44895,15.29263,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 2.9 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.448,15.29438,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44719,15.32192,0.987,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.7 km. Peak SCR proxy confidence: 0.99.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44609,15.30969,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44558,15.31511,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.7 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44412,15.25388,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.1 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44426,15.30295,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4436,15.32061,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44287,15.32537,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44126,15.25769,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44119,15.30244,0.942,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 3.8 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44104,15.32405,0.935,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.4 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.44031,15.31328,0.934,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.1 km. Peak SCR proxy confidence: 0.93.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43877,15.31555,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43958,15.27461,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43862,15.29292,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4384,15.30793,0.959,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.2 km. Peak SCR proxy confidence: 0.96.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43855,15.26772,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4384,15.29893,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.1 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43877,15.32859,0.94,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.7 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43862,15.28193,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43862,15.26655,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4387,15.29731,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.1 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43635,15.30317,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43818,15.25505,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.6 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43826,15.26626,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43782,15.26282,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43738,15.30969,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43767,15.25366,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.7 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43657,15.28318,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.3 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43599,15.27769,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.4 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43569,15.27029,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.5 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43577,15.28882,0.984,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.3 km. Peak SCR proxy confidence: 0.98.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43423,15.31555,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.8 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43364,15.28926,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.6 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43481,15.28538,0.936,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.5 km. Peak SCR proxy confidence: 0.94.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43364,15.30925,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.8 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43423,15.28574,0.979,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.5 km. Peak SCR proxy confidence: 0.98.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43335,15.29783,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.7 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43247,15.30867,0.982,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.9 km. Peak SCR proxy confidence: 0.98.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.4324,15.31614,0.947,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.0 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43123,15.273,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.0 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43115,15.2604,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 5.2 km. Peak SCR proxy confidence: 1.00.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43093,15.28765,0.952,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.9 km. Peak SCR proxy confidence: 0.95.
INC-2022-09-26,,,,dark_vessel,2022-09-29T16:36:54+00:00,55.43086,15.29233,1.0,,,,SAR detection with no AIS vessel within 2 km. Nearest AIS: 4.9 km. Peak SCR proxy confidence: 1.00.
